Time, X, Y, Z
2024-09-18T16:19:14.840908, -0.021026611328125, -0.027130126953125, -0.9998016357421875
2024-09-18T16:19:18.871649, -0.0209808349609375, -0.0276947021484375, -1.0009002685546875
2024-09-18T16:19:32.873824, -0.0205078125, -0.0269622802734375, -0.9998779296875
2024-09-18T16:19:50.272459, -0.021820068359375, -0.0274200439453125, -0.999908447265625
2024-09-18T16:19:53.292776, -0.021728515625, -0.0270843505859375, -0.999725341796875
2024-09-18T16:19:56.320035, -0.020599365234375, -0.027069091796875, -0.99981689453125
2024-09-18T16:20:14.902366, -0.0220794677734375, -0.0283355712890625, -0.9989013671875
2024-09-18T16:20:17.929742, -0.021453857421875, -0.027252197265625, -0.99951171875
2024-09-18T16:20:20.951048, -0.0210418701171875, -0.0272216796875, -0.9990692138671875
2024-09-18T16:21:06.484984, -0.0215301513671875, -0.02850341796875, -1.0
2024-09-18T16:21:09.534272, -0.0207061767578125, -0.027618408203125, -0.9994354248046875
2024-09-18T16:21:12.534448, -0.02178955078125, -0.0279693603515625, -0.9998626708984375
2024-09-18T16:21:20.162604, -0.022247314453125, -0.02874755859375, -0.9983673095703125
2024-09-18T16:21:23.194798, -0.02178955078125, -0.028106689453125, -1.0015106201171875
2024-09-18T16:21:26.215879, -0.021636962890625, -0.02734375, -0.9986572265625
2024-09-18T16:21:33.484160, -0.0218963623046875, -0.0276641845703125, -0.999542236328125
2024-09-18T16:21:36.518636, -0.022369384765625, -0.0271453857421875, -0.9984130859375
2024-09-18T16:21:39.527439, -0.0196990966796875, -0.0276336669921875, -0.9996795654296875
2024-09-18T16:21:57.953303, -0.020355224609375, -0.027923583984375, -1.00006103515625
2024-09-18T16:22:00.968589, -0.021820068359375, -0.0274505615234375, -1.0001220703125
2024-09-18T16:22:03.986715, -0.022613525390625, -0.027801513671875, -1.0003662109375
2024-09-18T16:22:21.440280, -0.021881103515625, -0.0263671875, -0.997650146484375
2024-09-18T16:22:24.466605, -0.0209197998046875, -0.0275115966796875, -1.0012664794921875
2024-09-18T16:22:27.471943, -0.0227203369140625, -0.027191162109375, -0.9995880126953125
2024-09-18T16:22:31.510007, -0.022247314453125, -0.0274200439453125, -1.0009765625
2024-09-18T16:22:44.954783, -0.02349853515625, -0.0268707275390625, -0.9965972900390625
2024-09-18T16:22:48.982355, -0.021453857421875, -0.027740478515625, -0.9997100830078125
2024-09-18T16:22:51.991533, -0.020599365234375, -0.027801513671875, -0.999847412109375
2024-09-18T16:22:55.003066, -0.020721435546875, -0.0270538330078125, -1.00048828125
2024-09-18T16:22:58.020755, -0.021392822265625, -0.0278167724609375, -1.0016632080078125
2024-09-18T16:23:01.041965, -0.0196075439453125, -0.027374267578125, -0.9989166259765625
2024-09-18T16:23:04.076484, -0.021514892578125, -0.0269927978515625, -0.999755859375
2024-09-18T16:23:07.135990, -0.0227508544921875, -0.028350830078125, -0.9995574951171875
2024-09-18T16:23:10.147065, -0.021209716796875, -0.0276031494140625, -0.998779296875
2024-09-18T16:23:13.140278, -0.0210113525390625, -0.0279541015625, -1.00054931640625
2024-09-18T16:23:16.164416, -0.020965576171875, -0.0276336669921875, -0.999298095703125
2024-09-18T16:23:19.184980, -0.02117919921875, -0.027557373046875, -0.9988861083984375
2024-09-18T16:23:23.204036, -0.021820068359375, -0.0273895263671875, -0.999176025390625
2024-09-18T16:23:26.234158, -0.021759033203125, -0.02764892578125, -0.9998931884765625
2024-09-18T16:23:29.268258, -0.0218048095703125, -0.02777099609375, -0.9994049072265625
2024-09-18T16:23:32.291528, -0.0208282470703125, -0.0276336669921875, -0.99945068359375
2024-09-18T16:23:35.301940, -0.021331787109375, -0.0275421142578125, -0.9999237060546875
2024-09-18T16:23:38.338807, -0.0215301513671875, -0.0281219482421875, -1.0007171630859375
2024-09-18T16:23:41.356788, -0.0215606689453125, -0.0280609130859375, -0.9994049072265625
2024-09-18T16:23:44.354494, -0.0216217041015625, -0.028228759765625, -0.998931884765625
2024-09-18T16:23:47.375469, -0.0211944580078125, -0.027587890625, -0.999603271484375
2024-09-18T16:23:50.403505, -0.0212249755859375, -0.02825927734375, -0.9995880126953125
2024-09-18T16:23:54.425233, -0.0224151611328125, -0.027618408203125, -1.0001373291015625
2024-09-18T16:23:57.445964, -0.022247314453125, -0.0276031494140625, -0.99969482421875
2024-09-18T16:24:00.466208, -0.0211334228515625, -0.0270538330078125, -0.9993438720703125
2024-09-18T16:24:03.527698, -0.0216827392578125, -0.027008056640625, -0.9996490478515625
2024-09-18T16:24:06.521908, -0.021240234375, -0.02783203125, -0.998687744140625
2024-09-18T16:24:09.519333, -0.0217742919921875, -0.027557373046875, -0.9987030029296875
2024-09-18T16:24:12.529024, -0.0210418701171875, -0.0277557373046875, -0.99853515625
2024-09-18T16:24:15.539605, -0.02178955078125, -0.0279998779296875, -0.9998626708984375
2024-09-18T16:24:18.553344, -0.0223541259765625, -0.0280914306640625, -0.998870849609375
2024-09-18T16:24:21.573486, -0.021484375, -0.02813720703125, -0.9993743896484375
2024-09-18T16:24:24.601433, -0.02142333984375, -0.0279083251953125, -1.0
2024-09-18T16:24:28.619271, -0.0213165283203125, -0.027862548828125, -0.9992828369140625
2024-09-18T16:24:31.637973, -0.0209503173828125, -0.026947021484375, -0.9992218017578125
2024-09-18T16:24:34.673583, -0.02166748046875, -0.0274810791015625, -0.999053955078125
2024-09-18T16:24:37.692914, -0.021514892578125, -0.0276947021484375, -1.00018310546875
2024-09-18T16:24:40.704490, -0.021728515625, -0.02899169921875, -1.0005645751953125
2024-09-18T16:24:43.722666, -0.0214385986328125, -0.0281829833984375, -0.9997711181640625
2024-09-18T16:24:48.762326, -0.0212249755859375, -0.028106689453125, -1.0002593994140625
2024-09-18T16:24:51.784705, -0.0211334228515625, -0.02789306640625, -1.0001068115234375
2024-09-18T16:24:54.802442, -0.0223846435546875, -0.0277099609375, -1.0012664794921875
2024-09-18T16:24:57.831586, -0.02117919921875, -0.02764892578125, -0.9989776611328125
Time, X, Y, Z
2024-09-18T16:25:02.808739, -0.0216522216796875, -0.0274505615234375, -0.9989776611328125
2024-09-18T16:25:06.772722, -0.020965576171875, -0.027862548828125, -0.999664306640625
2024-09-18T16:25:11.350287, -0.0231170654296875, -0.0257110595703125, -0.99774169921875
2024-09-18T16:25:12.441484, -0.0217437744140625, -0.0290679931640625, -0.997344970703125
2024-09-18T16:25:15.464444, -0.0214385986328125, -0.027618408203125, -1.0008392333984375
2024-09-18T16:25:18.495019, -0.0212249755859375, -0.0287322998046875, -0.998687744140625
2024-09-18T16:25:29.778934, -0.02154541015625, -0.0279693603515625, -1.0004730224609375
2024-09-18T16:25:32.852108, -0.02099609375, -0.0280914306640625, -0.9995269775390625
2024-09-18T16:25:38.169672, -0.0212554931640625, -0.0276031494140625, -0.997894287109375
2024-09-18T16:25:42.268981, -0.0209808349609375, -0.0285797119140625, -0.9987030029296875
2024-09-18T16:25:46.298527, -0.0218505859375, -0.027679443359375, -1.00042724609375
2024-09-18T16:25:56.635522, -0.024658203125, -0.0303802490234375, -0.9999237060546875
2024-09-18T16:25:59.661450, -0.0214080810546875, -0.0288543701171875, -0.999481201171875
2024-09-18T16:26:09.140812, -0.0212554931640625, -0.02752685546875, -0.9993743896484375
2024-09-18T16:26:13.173773, -0.0211181640625, -0.027557373046875, -0.99981689453125
2024-09-18T16:26:23.580344, -0.022216796875, -0.0282440185546875, -0.9987335205078125
2024-09-18T16:26:26.608162, -0.02099609375, -0.027984619140625, -1.000701904296875
2024-09-18T16:26:32.911132, -0.0215911865234375, -0.0287322998046875, -0.999603271484375
2024-09-18T16:26:35.944053, -0.0221405029296875, -0.0281982421875, -1.000335693359375
2024-09-18T16:26:38.970598, -0.0213165283203125, -0.02813720703125, -1.0001373291015625
2024-09-18T16:26:41.982622, -0.0216522216796875, -0.0276336669921875, -0.999114990234375
Time, X, Y, Z
2024-09-18T16:26:45.897109, -0.02178955078125, -0.0274505615234375, -0.999725341796875
2024-09-18T16:26:49.939676, -0.0211639404296875, -0.026519775390625, -0.998687744140625
2024-09-18T16:26:54.391174, -0.0226593017578125, -0.0268096923828125, -0.998687744140625
2024-09-18T16:26:58.421623, -0.020904541015625, -0.0275421142578125, -0.9986114501953125
2024-09-18T16:27:01.435190, -0.02203369140625, -0.028411865234375, -0.999481201171875
2024-09-18T16:27:08.043187, -0.0218048095703125, -0.0286407470703125, -1.0000762939453125
2024-09-18T16:27:11.078161, -0.0217437744140625, -0.0269927978515625, -0.9998016357421875
2024-09-18T16:27:14.103775, -0.021697998046875, -0.02734375, -1.0004425048828125
2024-09-18T16:27:20.898130, -0.0220489501953125, -0.0281219482421875, -0.9980316162109375
2024-09-18T16:27:23.910309, -0.0218048095703125, -0.0287933349609375, -1.000274658203125
2024-09-18T16:27:26.933299, -0.0208587646484375, -0.0280914306640625, -0.9991455078125
2024-09-18T16:27:32.544727, -0.0219268798828125, -0.0279388427734375, -1.00042724609375
2024-09-18T16:27:35.560116, -0.020355224609375, -0.0295867919921875, -1.0007781982421875
2024-09-18T16:27:38.575540, -0.02215576171875, -0.0267486572265625, -0.9993896484375
2024-09-18T16:27:45.851307, -0.0219268798828125, -0.0268707275390625, -0.9972991943359375
2024-09-18T16:27:48.875461, -0.02117919921875, -0.029205322265625, -0.9998626708984375
2024-09-18T16:27:51.900781, -0.022369384765625, -0.02813720703125, -0.9990386962890625
2024-09-18T16:27:59.155414, -0.021759033203125, -0.0285186767578125, -0.999420166015625
2024-09-18T16:28:02.175764, -0.020050048828125, -0.027740478515625, -0.9976806640625
2024-09-18T16:28:05.200602, -0.022216796875, -0.0274658203125, -1.0019073486328125
2024-09-18T16:28:10.549368, -0.0216522216796875, -0.0276336669921875, -1.000213623046875
2024-09-18T16:28:14.571864, -0.0216217041015625, -0.027252197265625, -0.999267578125
2024-09-18T16:28:17.597341, -0.0217132568359375, -0.0279083251953125, -0.9998016357421875
2024-09-18T16:28:25.850746, -0.0210418701171875, -0.028839111328125, -0.999725341796875
2024-09-18T16:28:28.876227, -0.0214385986328125, -0.0269622802734375, -1.00006103515625
2024-09-18T16:28:31.909128, -0.021514892578125, -0.028411865234375, -1.000640869140625
2024-09-18T16:28:36.641954, -0.0218963623046875, -0.026580810546875, -0.998687744140625
2024-09-18T16:28:40.645632, -0.021148681640625, -0.0279998779296875, -0.9988555908203125
2024-09-18T16:28:43.674547, -0.0212249755859375, -0.02716064453125, -0.9996337890625
2024-09-18T16:28:49.333254, -0.0210113525390625, -0.027587890625, -0.99859619140625
2024-09-18T16:28:52.350710, -0.02093505859375, -0.027801513671875, -1.0011444091796875
2024-09-18T16:28:55.369900, -0.022308349609375, -0.026947021484375, -1.0058135986328125
2024-09-18T16:28:58.391834, -0.021728515625, -0.02789306640625, -0.9984283447265625
2024-09-18T16:29:03.241304, -0.0217437744140625, -0.0274505615234375, -0.9995574951171875
2024-09-18T16:29:06.253541, -0.0216522216796875, -0.0276947021484375, -1.000579833984375
2024-09-18T16:29:09.276359, -0.0217437744140625, -0.0277862548828125, -0.999420166015625
2024-09-18T16:29:15.549725, -0.021148681640625, -0.0271759033203125, -0.9997406005859375
2024-09-18T16:29:19.566499, -0.0198974609375, -0.0272674560546875, -0.99713134765625
2024-09-18T16:29:22.597261, -0.0214080810546875, -0.027099609375, -1.0003204345703125
2024-09-18T16:29:29.879395, -0.020843505859375, -0.0272216796875, -1.000946044921875
2024-09-18T16:29:32.916485, -0.0221099853515625, -0.0282135009765625, -1.00006103515625
2024-09-18T16:29:35.928120, -0.02099609375, -0.028076171875, -0.9993896484375
2024-09-18T16:29:41.629116, -0.02197265625, -0.027130126953125, -0.998443603515625
2024-09-18T16:29:45.659938, -0.0211029052734375, -0.027587890625, -0.999725341796875
2024-09-18T16:29:48.683442, -0.0210723876953125, -0.027008056640625, -0.99847412109375
2024-09-18T16:29:55.647057, -0.021148681640625, -0.027984619140625, -0.9998931884765625
2024-09-18T16:29:59.695161, -0.0207366943359375, -0.026702880859375, -0.99969482421875
2024-09-18T16:30:08.951752, -0.0219268798828125, -0.025909423828125, -0.9989166259765625
2024-09-18T16:30:11.984350, -0.021575927734375, -0.0269775390625, -0.9965057373046875
2024-09-18T16:30:15.008927, -0.021820068359375, -0.029296875, -1.0004119873046875
2024-09-18T16:30:22.254919, -0.0221710205078125, -0.028228759765625, -0.9991302490234375
2024-09-18T16:30:25.279074, -0.021392822265625, -0.0275726318359375, -0.999481201171875
2024-09-18T16:30:28.309042, -0.02203369140625, -0.0287628173828125, -1.00006103515625
2024-09-18T16:30:34.642861, -0.021453857421875, -0.0277099609375, -0.99957275390625
2024-09-18T16:30:38.691128, -0.0216522216796875, -0.027435302734375, -1.001068115234375
2024-09-18T16:30:48.955093, -0.021697998046875, -0.027435302734375, -0.9989776611328125
2024-09-18T16:30:51.985565, -0.02056884765625, -0.026336669921875, -0.99951171875
2024-09-18T16:30:54.998681, -0.02325439453125, -0.0271148681640625, -0.9943084716796875
2024-09-18T16:30:59.687042, -0.0207366943359375, -0.02728271484375, -1.0000152587890625
2024-09-18T16:31:03.729646, -0.021514892578125, -0.0279541015625, -0.9991912841796875
2024-09-18T16:31:06.749588, -0.0208282470703125, -0.0273590087890625, -1.0000762939453125
2024-09-18T16:31:12.438397, -0.0213623046875, -0.0281982421875, -0.9994354248046875
2024-09-18T16:31:15.460505, -0.021514892578125, -0.027496337890625, -0.999114990234375
2024-09-18T16:31:18.473966, -0.021728515625, -0.027923583984375, -0.999542236328125
2024-09-18T16:31:21.489298, -0.021759033203125, -0.0277557373046875, -0.999908447265625
2024-09-18T16:31:26.754478, -0.021759033203125, -0.02862548828125, -1.00018310546875
2024-09-18T16:31:30.784175, -0.022674560546875, -0.0278167724609375, -1.001129150390625
2024-09-18T16:31:35.909528, -0.0212249755859375, -0.0269622802734375, -0.999114990234375
2024-09-18T16:31:41.248468, -0.0219268798828125, -0.02789306640625, -1.000152587890625
2024-09-18T16:31:44.277316, -0.0216217041015625, -0.027435302734375, -0.999847412109375
2024-09-18T16:31:54.597797, -0.0202484130859375, -0.02655029296875, -0.998077392578125
2024-09-18T16:31:57.628854, -0.0219879150390625, -0.0285797119140625, -0.998870849609375
2024-09-18T16:32:06.925755, -0.0221099853515625, -0.0279998779296875, -0.9989776611328125
2024-09-18T16:32:10.973561, -0.021270751953125, -0.0265960693359375, -0.9992218017578125
2024-09-18T16:32:21.340535, -0.0214080810546875, -0.0281982421875, -0.9981536865234375
2024-09-18T16:32:24.398291, -0.0208892822265625, -0.027496337890625, -1.0032501220703125
2024-09-18T16:32:28.977636, -0.0214080810546875, -0.0267181396484375, -0.9992828369140625
2024-09-18T16:32:34.651930, -0.0211181640625, -0.0289764404296875, -0.999359130859375
2024-09-18T16:32:37.677227, -0.0210723876953125, -0.0270233154296875, -0.9990234375
2024-09-18T16:32:43.423641, -0.021636962890625, -0.02789306640625, -0.9990997314453125
2024-09-18T16:32:46.020993, -0.021820068359375, -0.0269317626953125, -0.998748779296875
Time, X, Y, Z
2024-09-18T16:32:50.310132, -0.02154541015625, -0.028350830078125, -0.9991912841796875
2024-09-18T16:32:55.966546, -0.022186279296875, -0.02679443359375, -0.9994964599609375
2024-09-18T16:32:58.248204, -0.021484375, -0.027313232421875, -1.000030517578125
2024-09-18T16:33:01.251230, -0.0200958251953125, -0.0272979736328125, -0.99908447265625
2024-09-18T16:33:04.272746, -0.0204620361328125, -0.0270233154296875, -0.9992828369140625
2024-09-18T16:33:09.448030, -0.0204620361328125, -0.0280914306640625, -0.9996185302734375
2024-09-18T16:33:15.629493, -0.021575927734375, -0.0280609130859375, -0.999053955078125
2024-09-18T16:33:22.833319, -0.0216064453125, -0.0287322998046875, -0.9972381591796875
2024-09-18T16:33:28.047212, -0.02056884765625, -0.0279083251953125, -0.9981689453125
2024-09-18T16:33:32.079098, -0.021148681640625, -0.0277557373046875, -0.9998626708984375
2024-09-18T16:33:36.014173, -0.022125244140625, -0.028167724609375, -1.00042724609375
2024-09-18T16:33:42.539924, -0.0209503173828125, -0.02764892578125, -0.999298095703125
2024-09-18T16:33:49.452902, -0.0221405029296875, -0.0286407470703125, -0.999603271484375
2024-09-18T16:33:55.180416, -0.02239990234375, -0.0263671875, -1.00054931640625
2024-09-18T16:34:01.965560, -0.0221710205078125, -0.0280609130859375, -0.999237060546875
2024-09-18T16:34:08.167912, -0.0215911865234375, -0.0287017822265625, -0.9995574951171875
2024-09-18T16:34:16.252570, -0.0212860107421875, -0.027862548828125, -0.999420166015625
2024-09-18T16:34:23.930212, -0.021148681640625, -0.028228759765625, -0.9994354248046875
2024-09-18T16:34:29.952063, -0.0216064453125, -0.02850341796875, -0.99896240234375
2024-09-18T16:34:37.338179, -0.02069091796875, -0.02838134765625, -1.000091552734375
2024-09-18T16:34:42.779237, -0.0223541259765625, -0.02789306640625, -0.9999847412109375
2024-09-18T16:34:45.793358, -0.0211029052734375, -0.028350830078125, -1.000213623046875
2024-09-18T16:34:50.953554, -0.0218658447265625, -0.02764892578125, -0.99945068359375
2024-09-18T16:34:54.242926, -0.0207366943359375, -0.0278472900390625, -1.0010986328125
2024-09-18T16:34:58.279048, -0.020721435546875, -0.0276031494140625, -1.0000457763671875
2024-09-18T16:35:04.432665, -0.0220489501953125, -0.027984619140625, -0.9967803955078125
2024-09-18T16:35:09.749641, -0.0223388671875, -0.0282135009765625, -0.9984588623046875
2024-09-18T16:35:12.904832, -0.021270751953125, -0.0274200439453125, -0.999176025390625
2024-09-18T16:35:17.831190, -0.0215911865234375, -0.0276641845703125, -0.9996490478515625
2024-09-18T16:35:22.156810, -0.0216522216796875, -0.0284423828125, -0.9991912841796875
2024-09-18T16:35:26.208367, -0.0212860107421875, -0.0272216796875, -0.9999237060546875
2024-09-18T16:35:29.310462, -0.021331787109375, -0.02783203125, -0.9991912841796875
2024-09-18T16:35:36.801455, -0.0213470458984375, -0.0280303955078125, -0.9991912841796875
2024-09-18T16:35:39.834587, -0.0210723876953125, -0.027740478515625, -1.000701904296875
2024-09-18T16:35:51.339004, -0.0213165283203125, -0.027801513671875, -1.0001373291015625
2024-09-18T16:35:55.369844, -0.0214080810546875, -0.02740478515625, -1.0000762939453125
2024-09-18T16:36:00.461771, -0.019866943359375, -0.026885986328125, -1.0001678466796875
2024-09-18T16:36:05.752132, -0.0205841064453125, -0.029449462890625, -0.9998931884765625
2024-09-18T16:36:08.776643, -0.020660400390625, -0.0278167724609375, -1.000152587890625
2024-09-18T16:36:14.141294, -0.0209503173828125, -0.027679443359375, -0.99853515625
2024-09-18T16:36:19.144424, -0.0219573974609375, -0.027313232421875, -1.00030517578125
2024-09-18T16:36:22.177907, -0.0206451416015625, -0.02886962890625, -0.9967803955078125
2024-09-18T16:36:27.543397, -0.0214385986328125, -0.0276336669921875, -0.9994354248046875
2024-09-18T16:36:32.525498, -0.0216217041015625, -0.0276947021484375, -1.0003662109375
2024-09-18T16:36:35.539142, -0.02044677734375, -0.0274810791015625, -1.000091552734375
2024-09-18T16:36:40.951908, -0.022064208984375, -0.02886962890625, -1.000274658203125
2024-09-18T16:36:46.071848, -0.0215606689453125, -0.027557373046875, -0.998809814453125
2024-09-18T16:36:49.088805, -0.0211944580078125, -0.0283203125, -1.001220703125
2024-09-18T16:36:53.322516, -0.0209808349609375, -0.0282440185546875, -0.9994049072265625
2024-09-18T16:36:59.618722, -0.021636962890625, -0.0274200439453125, -0.99859619140625
2024-09-18T16:37:02.643220, -0.0213775634765625, -0.02740478515625, -1.0002593994140625
2024-09-18T16:37:07.831208, -0.02142333984375, -0.028411865234375, -0.9995880126953125
2024-09-18T16:37:13.041980, -0.0218963623046875, -0.0283966064453125, -0.99969482421875
2024-09-18T16:37:16.067420, -0.0196685791015625, -0.0273284912109375, -0.9983978271484375
2024-09-18T16:37:21.238544, -0.02142333984375, -0.0281829833984375, -0.999969482421875
2024-09-18T16:37:24.498427, -0.021148681640625, -0.0270843505859375, -1.00054931640625
2024-09-18T16:37:28.532700, -0.0218048095703125, -0.0277099609375, -0.99945068359375
2024-09-18T16:37:34.670577, -0.02117919921875, -0.0274200439453125, -0.9994964599609375
2024-09-18T16:37:40.042975, -0.021270751953125, -0.0272216796875, -0.9995269775390625
2024-09-18T16:37:48.077042, -0.0208892822265625, -0.02813720703125, -0.999664306640625
2024-09-18T16:37:53.774390, -0.0212249755859375, -0.028411865234375, -0.9999237060546875
2024-09-18T16:37:56.796976, -0.0218658447265625, -0.0276336669921875, -0.9994049072265625
2024-09-18T16:37:59.555994, -0.0210723876953125, -0.027130126953125, -0.998077392578125
2024-09-18T16:38:07.202085, -0.02105712890625, -0.02691650390625, -0.999969482421875
2024-09-18T16:38:10.240470, -0.0231475830078125, -0.0277252197265625, -0.9996185302734375
2024-09-18T16:38:18.593257, -0.021728515625, -0.0289459228515625, -1.000732421875
2024-09-18T16:38:22.596482, -0.0218505859375, -0.0272064208984375, -0.999847412109375
2024-09-18T16:38:34.057295, -0.0214080810546875, -0.029327392578125, -0.9990234375
2024-09-18T16:38:37.118310, -0.021331787109375, -0.027862548828125, -0.9990692138671875
2024-09-18T16:38:46.676397, -0.0217742919921875, -0.0284423828125, -1.00030517578125
2024-09-18T16:38:50.806900, -0.021331787109375, -0.02789306640625, -0.9991302490234375
2024-09-18T16:39:01.151566, -0.0221405029296875, -0.0286407470703125, -0.9993438720703125
2024-09-18T16:39:04.245834, -0.02117919921875, -0.0279388427734375, -1.0009307861328125
2024-09-18T16:39:09.627751, -0.0211944580078125, -0.0269775390625, -0.999786376953125
2024-09-18T16:39:12.723565, -0.0218353271484375, -0.0276031494140625, -0.9994049072265625
2024-09-18T16:39:16.904274, -0.0215606689453125, -0.027679443359375, -0.99945068359375
2024-09-18T16:39:26.711678, -0.02130126953125, -0.0266265869140625, -0.9993438720703125
2024-09-18T16:39:30.737148, -0.020904541015625, -0.0273590087890625, -0.99945068359375
2024-09-18T16:39:35.726823, -0.0206298828125, -0.0279693603515625, -1.0000152587890625
2024-09-18T16:39:42.189011, -0.022064208984375, -0.027923583984375, -1.0002288818359375
2024-09-18T16:39:45.298016, -0.0216064453125, -0.027374267578125, -1.0005340576171875
2024-09-18T16:39:54.650717, -0.021331787109375, -0.027801513671875, -0.999267578125
2024-09-18T16:39:58.705945, -0.0214691162109375, -0.028350830078125, -1.0002593994140625
2024-09-18T16:40:09.145252, -0.0210723876953125, -0.02740478515625, -1.0
2024-09-18T16:40:12.157821, -0.0206298828125, -0.0283660888671875, -1.0001068115234375
2024-09-18T16:40:17.740228, -0.0232391357421875, -0.026824951171875, -1.0003509521484375
2024-09-18T16:40:22.449035, -0.021453857421875, -0.026611328125, -0.998931884765625
2024-09-18T16:40:25.487266, -0.0204925537109375, -0.026092529296875, -1.001953125
2024-09-18T16:40:33.822982, -0.021240234375, -0.0279388427734375, -0.9988861083984375
2024-09-18T16:40:37.851707, -0.0207061767578125, -0.0275726318359375, -0.9990997314453125
2024-09-18T16:40:40.878380, -0.0223846435546875, -0.02838134765625, -0.999725341796875
2024-09-18T16:40:49.194440, -0.0218353271484375, -0.0289764404296875, -0.997283935546875
2024-09-18T16:40:52.259750, -0.0213623046875, -0.02801513671875, -1.002716064453125
2024-09-18T16:41:02.681806, -0.0218658447265625, -0.0273284912109375, -1.00018310546875
2024-09-18T16:41:05.825640, -0.02056884765625, -0.027435302734375, -0.9988555908203125
2024-09-18T16:41:16.036079, -0.021575927734375, -0.0277557373046875, -1.00006103515625
2024-09-18T16:41:19.086661, -0.021209716796875, -0.028594970703125, -0.9996490478515625
2024-09-18T16:41:29.561987, -0.0218963623046875, -0.02740478515625, -1.0
2024-09-18T16:41:32.645927, -0.0209197998046875, -0.0268402099609375, -1.0003662109375
2024-09-18T16:41:40.944621, -0.0218353271484375, -0.0269012451171875, -0.9992523193359375
2024-09-18T16:41:45.012273, -0.0205230712890625, -0.027587890625, -0.9995574951171875
2024-09-18T16:41:48.045989, -0.0214080810546875, -0.0277862548828125, -0.9990234375
2024-09-18T16:41:55.553610, -0.021148681640625, -0.02801513671875, -0.999176025390625
2024-09-18T16:41:58.565100, -0.0210418701171875, -0.0275421142578125, -0.9990386962890625
2024-09-18T16:42:01.595352, -0.0221099853515625, -0.0276031494140625, -0.9994354248046875
2024-09-18T16:42:07.855565, -0.0214080810546875, -0.027923583984375, -1.0000152587890625
2024-09-18T16:42:11.949868, -0.0209197998046875, -0.028564453125, -0.9998626708984375
2024-09-18T16:42:14.978057, -0.021514892578125, -0.028594970703125, -0.999053955078125
2024-09-18T16:42:22.298532, -0.0209503173828125, -0.0265655517578125, -1.0000762939453125
2024-09-18T16:42:25.348273, -0.021392822265625, -0.0292205810546875, -0.9991302490234375
2024-09-18T16:42:28.436817, -0.0206298828125, -0.027801513671875, -0.99969482421875
2024-09-18T16:42:35.753848, -0.0209503173828125, -0.0283660888671875, -0.9995880126953125
2024-09-18T16:42:38.794808, -0.020233154296875, -0.0286102294921875, -0.99871826171875
2024-09-18T16:42:41.860951, -0.021728515625, -0.028167724609375, -0.9995269775390625
2024-09-18T16:42:47.533475, -0.0215911865234375, -0.0289306640625, -0.99920654296875
2024-09-18T16:42:50.555015, -0.0207061767578125, -0.02777099609375, -1.0000152587890625
2024-09-18T16:42:53.589550, -0.020233154296875, -0.0286712646484375, -0.99945068359375
2024-09-18T16:43:00.447184, -0.021484375, -0.0283966064453125, -1.000274658203125
2024-09-18T16:43:03.483896, -0.0205535888671875, -0.030914306640625, -0.998504638671875
2024-09-18T16:43:06.511712, -0.0233001708984375, -0.026336669921875, -0.9996337890625
2024-09-18T16:43:13.910791, -0.021636962890625, -0.027801513671875, -1.0012664794921875
2024-09-18T16:43:16.959616, -0.022430419921875, -0.027191162109375, -0.9999237060546875
2024-09-18T16:43:19.967469, -0.021697998046875, -0.0274810791015625, -1.0002593994140625
2024-09-18T16:43:25.744190, -0.02081298828125, -0.0281219482421875, -1.003814697265625
2024-09-18T16:43:28.850895, -0.02130126953125, -0.0267486572265625, -0.9997100830078125
2024-09-18T16:43:31.945330, -0.0211029052734375, -0.0281982421875, -0.999114990234375
2024-09-18T16:43:38.266249, -0.0204010009765625, -0.0278167724609375, -1.001739501953125
2024-09-18T16:43:52.731946, -0.0207366943359375, -0.027496337890625, -1.0008392333984375
2024-09-18T16:44:04.196520, -0.0205535888671875, -0.027069091796875, -0.99859619140625
2024-09-18T16:44:19.840797, -0.0202178955078125, -0.023406982421875, -1.00457763671875
2024-09-18T16:44:32.294114, -0.0202484130859375, -0.0292205810546875, -0.998687744140625
2024-09-18T16:44:46.769744, -0.021209716796875, -0.0286102294921875, -1.00006103515625
2024-09-18T16:44:59.107956, -0.0188446044921875, -0.0279693603515625, -1.003692626953125
2024-09-18T16:45:13.670334, -0.02081298828125, -0.0278472900390625, -1.000396728515625
2024-09-18T16:45:26.137139, -0.020599365234375, -0.0285797119140625, -0.9993743896484375
2024-09-18T16:45:40.621374, -0.0214996337890625, -0.0292205810546875, -0.9983673095703125
2024-09-18T16:45:54.133831, -0.021209716796875, -0.0270843505859375, -1.00079345703125
2024-09-18T16:46:06.707127, -0.0212249755859375, -0.0287933349609375, -0.9996490478515625
2024-09-18T16:46:09.857071, -0.020477294921875, -0.0272369384765625, -0.99822998046875
2024-09-18T16:46:12.941399, -0.0210418701171875, -0.0279693603515625, -0.9987335205078125
2024-09-18T16:46:13.959610, -0.0205078125, -0.0279693603515625, -0.9987335205078125
2024-09-18T16:46:14.972221, -0.0205078125, -0.0284423828125, -0.9987335205078125
